First Name,Last Name,user_id,email,role,functional_unit,department,team,supervisor,NINO,address,city,county,postal,phone
Matthew Harper,Glass,MHG0244,Matthew.Harper.Glass@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,SV073582C,,,,,
Robert Aristotle,Stevenson,RAS0432,Robert.Aristotle.Stevenson@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,HF471113D,,,,,
Emily Illana,Perry,EIP0997,Emily.Illana.Perry@dtaa.com,ElectricalEngineer,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,ZA532920D,,,,,
Elvis Marshall,Walton,EMW0772,Elvis.Marshall.Walton@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,OI724752C,,,,,
Sasha Britanney,Quinn,SBQ0786,Sasha.Britanney.Quinn@dtaa.com,LabManager,2 - ResearchAndEngineering,1 - Research,5 - Lab,Summer Leilani Boyer,IK210350D,,,,,
Phelan Dieter,Hendricks,PDH0716,Phelan.Dieter.Hendricks@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,KA246515A,,,,,
George Zachery,Burch,GZB0469,George.Zachery.Burch@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,KM621305C,,,,,
Naomi Meredith,Baxter,NMB0972,Naomi.Meredith.Baxter@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,PI925104C,,,,,
Octavia Nora,Leblanc,ONL0276,Octavia.Nora.Leblanc@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,NR325142C,,,,,
Meghan Brianna,Jensen,MBJ0312,Meghan.Brianna.Jensen@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,TW297309B,,,,,
Daphne Ruby,Reilly,DRR0242,Daphne.Ruby.Reilly@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,ZQ774879B,,,,,
Aurora Jael,Hopkins,AJH0175,Aurora.Jael.Hopkins@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,TG746005A,,,,,
Lester Quamar,Pearson,LQP0508,Lester.Quamar.Pearson@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,DJ467429B,,,,,
Dante Vaughan,Weber,DVW0103,Dante.Vaughan.Weber@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,DE030188D,,,,,
Sierra Margaret,Barker,SMB0804,Sierra.Margaret.Barker@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,LM116926B,,,,,
Kylie Brielle,Greer,KBG0549,Kylie.Brielle.Greer@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,OE084913C,,,,,
Brianna Aretha,Hopper,BAH0875,Brianna.Aretha.Hopper@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,XV183258A,,,,,
Joseph Alan,Vaughan,JAV0361,Joseph.Alan.Vaughan@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,JV094652D,,,,,
Claire Olivia,Martin,COM0321,Claire.Olivia.Martin@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,FV771713A,,,,,
Chaim Chadwick,Chang,CCC0393,Chaim.Chadwick.Chang@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,PH103111A,,,,,
Quintessa Shana,Vance,QSV0778,Quintessa.Shana.Vance@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,ZQ048716D,,,,,
Britanni Marah,Cash,BMC0547,Britanni.Marah.Cash@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,ZD350306B,,,,,
Akeem William,Mayer,AWM0764,Akeem.William.Mayer@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,AV060668C,,,,,
Felicia Xantha,Farley,FXF0957,Felicia.Xantha.Farley@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,YA265943B,,,,,
Sylvia Velma,Sweet,SVS0871,Sylvia.Velma.Sweet@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,MS088001A,,,,,
Dexter Jamal,Simon,DJS0682,Dexter.Jamal.Simon@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,VB621849C,,,,,
Nigel Harrison,Estrada,NHE0919,Nigel.Harrison.Estrada@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,VW502028C,,,,,
Meredith Pamela,Tanner,MPT0376,Meredith.Pamela.Tanner@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,KW550400A,,,,,
Akeem Quamar,Davenport,AQD0820,Akeem.Quamar.Davenport@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,YC601070C,,,,,
Yardley Ezra,Vang,YEV0793,Yardley.Ezra.Vang@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,LI508814A,,,,,
Zane Cadman,Fields,ZCF0590,Zane.Cadman.Fields@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,XL563498A,,,,,
Kevyn Quin,Charles,KQC0708,Kevyn.Quin.Charles@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,GH104461D,,,,,
Caldwell Quamar,Head,CQH0701,Caldwell.Quamar.Head@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,WX558749C,,,,,
Patricia Denise,Wright,PDW0259,Patricia.Denise.Wright@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,DX180451C,,,,,
Fitzgerald Wayne,Miranda,FWM0707,Fitzgerald.Wayne.Miranda@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,HD135613D,,,,,
Hayes Drake,Stephenson,HDS0367,Hayes.Drake.Stephenson@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,NE622911C,,,,,
Stephanie Eliana,Rasmussen,SER0165,Stephanie.Eliana.Rasmussen@dtaa.com,AdministrativeAssistant,5 - SalesAndMarketing,2 - Sales,,Donovan Carlos Chapman,GJ639085C,,,,,
Sandra Beverly,Diaz,SBD0913,Sandra.Beverly.Diaz@dtaa.com,AssemblySupervisor,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Delilah Iliana Wilkinson,CF352866C,,,,,
Jerry Kennan,Fischer,JKF0465,Jerry.Kennan.Fischer@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,NZ939718A,,,,,
Basia Nevada,Riggs,BNR0965,Basia.Nevada.Riggs@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,QI440458D,,,,,
Alice Sierra,Valenzuela,ASV0946,Alice.Sierra.Valenzuela@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,XU844447A,,,,,
Nola Nerea,Ayala,NNA0610,Nola.Nerea.Ayala@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,FI001543D,,,,,
Kane Quinlan,Stevenson,KQS0415,Kane.Quinlan.Stevenson@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,OX293834A,,,,,
Vladimir Thomas,Todd,VTT0385,Vladimir.Thomas.Todd@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,VN006627A,,,,,
Anastasia Sage,Griffith,ASG0692,Anastasia.Sage.Griffith@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,NZ907981D,,,,,
William Price,Robles,WPR0368,William.Price.Robles@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,MV580793D,,,,,
Hu Akeem,Vincent,HAV0121,Hu.Akeem.Vincent@dtaa.com,IndustrialEngineer,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,UZ334605C,,,,,
Hayley Carolyn,Cunningham,HCC0344,Hayley.Carolyn.Cunningham@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,GQ018910D,,,,,
Ursa Britanney,Frederick,UBF0645,Ursa.Britanney.Frederick@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,XG324304C,,,,,
Todd Scott,Roth,TSR0676,Todd.Scott.Roth@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,OR100982D,,,,,
Nathan Kenneth,Hicks,NKH0979,Nathan.Kenneth.Hicks@dtaa.com,HumanResourceSpecialist,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone,KR739587D,,,,,
Sigourney Xandra,Maddox,SXM0895,Sigourney.Xandra.Maddox@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,AF474284C,,,,,
Kenyon Chancellor,Sharpe,KCS0173,Kenyon.Chancellor.Sharpe@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,CC853530D,,,,,
Priscilla Martha,Vinson,PMV0850,Priscilla.Martha.Vinson@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,UN296520B,,,,,
Preston Kennan,Burns,PKB0281,Preston.Kennan.Burns@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,SO685778C,,,,,
Martin Ivan,Cooper,MIC0726,Martin.Ivan.Cooper@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,XT909668A,,,,,
Samson Denton,Oconnor,SDO0170,Samson.Denton.Oconnor@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,BO018312D,,,,,
Vincent Avram,Aguirre,VAA0087,Vincent.Avram.Aguirre@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,VD892838C,,,,,
Emmanuel Lawrence,Briggs,ELB0847,Emmanuel.Lawrence.Briggs@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,LB679166B,,,,,
Sharon Britanni,Kerr,SBK0161,Sharon.Britanni.Kerr@dtaa.com,Director,5 - SalesAndMarketing,3 - FieldService,,Hyatt Trevor Hayes,HP675142A,,,,,
Axel Seth,Lewis,ASL0378,Axel.Seth.Lewis@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,JC000103D,,,,,
Tobias Lucas,Morin,TLM0797,Tobias.Lucas.Morin@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,VP550463D,,,,,
Steel Orson,Fields,SOF0808,Steel.Orson.Fields@dtaa.com,ComputerProgrammer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,ZH343156B,,,,,
Sybill Grace,Mckay,SGM0021,Sybill.Grace.Mckay@dtaa.com,AdministrativeAssistant,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone,VV742799D,,,,,
Francis Brian,Armstrong,FBA0348,Francis.Brian.Armstrong@dtaa.com,Manager,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Fatima Ulla Mcclure,AH960079C,,,,,
August Ronan,Lucas,ARL0034,August.Ronan.Lucas@dtaa.com,SecurityGuard,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,QV125950D,,,,,
Yoshio Joseph,Farmer,YJF0532,Yoshio.Joseph.Farmer@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,UU385767D,,,,,
Rogan Judah,Mcintyre,RJM0381,Rogan.Judah.Mcintyre@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,EF615874B,,,,,
Jonah Merritt,Wilder,JMW0638,Jonah.Merritt.Wilder@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,RJ775146C,,,,,
Eden Merrill,Stokes,EMS0317,Eden.Merrill.Stokes@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,UT776936A,,,,,
Medge Nichole,Sims,MNS0224,Medge.Nichole.Sims@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,VM313181A,,,,,
Winter Veda,Burks,WVB0539,Winter.Veda.Burks@dtaa.com,Manager,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Donovan Carlos Chapman,UT806164D,,,,,
Steel Solomon,Garrison,SSG0250,Steel.Solomon.Garrison@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,YO218773D,,,,,
Madison Lydia,Morrison,MLM0950,Madison.Lydia.Morrison@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,LM024281A,,,,,
Harper Price,Harris,HPH0075,Harper.Price.Harris@dtaa.com,ChiefEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Declan Lester Moss,RA645986A,,,,,
Veda Martina,Jacobson,VMJ0546,Veda.Martina.Jacobson@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,QJ292055C,,,,,
Nevada Leilani,Ortega,NLO0131,Nevada.Leilani.Ortega@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,FQ499880D,,,,,
Patricia Emily,Salazar,PES0085,Patricia.Emily.Salazar@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,ZO391825B,,,,,
Otto Hedley,Chase,OHC0973,Otto.Hedley.Chase@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,GO965419A,,,,,
Noble Merrill,Fuller,NMF0780,Noble.Merrill.Fuller@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,NM783968D,,,,,
Leo Elmo,Monroe,LEM0605,Leo.Elmo.Monroe@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,VY330044D,,,,,
Bruce Eden,Clemons,BEC0505,Bruce.Eden.Clemons@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,QB616528A,,,,,
Oliver Logan,Fowler,OLF0504,Oliver.Logan.Fowler@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,CY953847D,,,,,
Kirestin Vanna,Sykes,KVS0425,Kirestin.Vanna.Sykes@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,MX797114A,,,,,
Arthur Jacob,Raymond,AJR0319,Arthur.Jacob.Raymond@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,HA675355D,,,,,
Diana Lillian,Solis,DLS0383,Diana.Lillian.Solis@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,WN498586D,,,,,
Bruno Carter,Robles,BCR0581,Bruno.Carter.Robles@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,JJ547701A,,,,,
Lani Dai,Beard,LDB0090,Lani.Dai.Beard@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,NL350840C,,,,,
Gwendolyn Amaya,Ferrell,GAF0570,Gwendolyn.Amaya.Ferrell@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,LC321989B,,,,,
Noah Nathan,Shaffer,NNS0059,Noah.Nathan.Shaffer@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,ME846818B,,,,,
Joy Rosalyn,Leblanc,JRL0574,Joy.Rosalyn.Leblanc@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,QO491430A,,,,,
Natalie Sheila,Santiago,NSS0876,Natalie.Sheila.Santiago@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,YO076726D,,,,,
Slade Orson,Burch,SOB0586,Slade.Orson.Burch@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,US290752B,,,,,
Dane Davis,Atkins,DDA0476,Dane.Davis.Atkins@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,LS236807A,,,,,
Dakota Edward,Brady,DEB0782,Dakota.Edward.Brady@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,ZJ118976D,,,,,
Owen Len,Wheeler,OLW0689,Owen.Len.Wheeler@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,TU636485B,,,,,
MacKensie Mara,Grant,MMG0943,MacKensie.Mara.Grant@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,KL615290B,,,,,
Reece Nicolas,Lopez,RNL0695,Reece.Nicolas.Lopez@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,CS008045C,,,,,
Lacey Nomlanga,Rasmussen,LNR0656,Lacey.Nomlanga.Rasmussen@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,WR184132A,,,,,
Albert Mohammad,Joseph,AMJ0297,Albert.Mohammad.Joseph@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,QN332013D,,,,,
Hedwig Regina,Livingston,HRL0540,Hedwig.Regina.Livingston@dtaa.com,FieldServiceEngineer,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Sharon Britanni Kerr,JD360943C,,,,,
Dean Lester,Figueroa,DLF0377,Dean.Lester.Figueroa@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,NV637484B,,,,,
Tad Patrick,Hardin,TPH0474,Tad.Patrick.Hardin@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,VB088109C,,,,,
Kendall Ciaran,Frank,KCF0045,Kendall.Ciaran.Frank@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,CX264147B,,,,,
Bryar Ivana,Sweet,BIS0247,Bryar.Ivana.Sweet@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,IZ715039C,,,,,
Mona Susan,Shannon,MSS0001,Mona.Susan.Shannon@dtaa.com,President,,,,,FF626183A,,,,,
Edward Finn,Stokes,EFS0882,Edward.Finn.Stokes@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,HY670773B,,,,,
Noelani Wynter,Kennedy,NWK0215,Noelani.Wynter.Kennedy@dtaa.com,SecurityGuard,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,RY116947C,,,,,
Colin Stuart,Holloway,CSH0626,Colin.Stuart.Holloway@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,YO252637B,,,,,
Beau Hall,Watts,BHW0458,Beau.Hall.Watts@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,ZV084874C,,,,,01835-703597
Sonya Samantha,Hahn,SSH0799,Sonya.Samantha.Hahn@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,UY693343C,,,,,01937-864715
Carla Amelia,Shannon,CAS0507,Carla.Amelia.Shannon@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,YT593456B,,,,,01347-368222
Denise Ifeoma,Doyle,DID0650,Denise.Ifeoma.Doyle@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,LZ616086B,,,,,01912-771311
Kirby Amity,Tyson,KAT0270,Kirby.Amity.Tyson@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,HU230071C,,,,,01547-429341
Tara Echo,Myers,TEM0977,Tara.Echo.Myers@dtaa.com,HumanResourceSpecialist,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,VT419427A,,,,,01969-886290
Salvador Herman,Raymond,SHR0334,Salvador.Herman.Raymond@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,PZ425631D,,,,,01865-582516
Jenna Darrel,Charles,JDC0030,Jenna.Darrel.Charles@dtaa.com,AdministrativeAssistant,1 - Adminstration,6 - Security,,Fatima Ulla Mcclure,PK042901B,,,,,01746-394243
Colt Kendall,Perez,CKP0721,Colt.Kendall.Perez@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,EF850002C,,,,,01907-538509
Herman Ian,Abbott,HIA0414,Herman.Ian.Abbott@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,NG832526C,,,,,01903-649460
Hakeem Stephen,Peck,HSP0290,Hakeem.Stephen.Peck@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,EI777149C,,,,,01630-202053
Howard Raphael,Weiss,HRW0550,Howard.Raphael.Weiss@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,EH368352A,,,,,01276-816806
Kaye Brianna,Blair,KBB0189,Kaye.Brianna.Blair@dtaa.com,AdministrativeAssistant,6 - PurchasingAndContracts,,,Kirby Bo Pollard,II952156B,,,,,01625-932209
Cain Byron,Baldwin,CBB0365,Cain.Byron.Baldwin@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,BI480801C,,,,,01874-856950
Diana Leigh,Hays,DLH0029,Diana.Leigh.Hays@dtaa.com,NursePractitioner,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil,EU010294C,,,,,01976-755279
Quincy Preston,Moses,QPM0727,Quincy.Preston.Moses@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,WS836810A,,,,,01967-580851
Kessie Vielka,Trevino,KVT0028,Kessie.Vielka.Trevino@dtaa.com,Nurse,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil,ZQ151850A,,,,,01326-532337
Lamar Francis,Scott,LFS0071,Lamar.Francis.Scott@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,VG609713D,,,,,01253-528327
Wing Noah,Bonner,WNB0908,Wing.Noah.Bonner@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,EA021900B,,,,,01719-831436
Patience Audrey,Douglas,PAD0773,Patience.Audrey.Douglas@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,NN445952A,,,,,01578-287816
Bert Jason,Henderson,BJH0354,Bert.Jason.Henderson@dtaa.com,Manager,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Donovan Carlos Chapman,VX000107C,,,,,01842-767201
Oscar Nolan,Wooten,ONW0083,Oscar.Nolan.Wooten@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,BE167709C,,,,,01552-709248
Sarah Susan,Jarvis,SSJ0784,Sarah.Susan.Jarvis@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,KJ645567A,,,,,01677-684257
Kyla Jocelyn,Porter,KJP0371,Kyla.Jocelyn.Porter@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,TN179241A,,,,,01217-342071
Isabelle Maggie,Benjamin,IMB0481,Isabelle.Maggie.Benjamin@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,OV664717B,,,,,01473-229124
Beck Troy,Richards,BTR0403,Beck.Troy.Richards@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,OC426750C,,,,,01230-623547
